"","X","MES","CONGLOME.x","VIVIENDA.x","HOGAR.x","CODPERSO.x","UBIGEO.x","DOMINIO","ESTRATO.x","CODINFOR.x","P300A","P301A","P207","P507","P513T","P524A1","CONGLOME.y","VIVIENDA.y","HOGAR.y","CODPERSO.y","UBIGEO.y","DOMINIO.y","ESTRATO.y","CODINFOR.y","P401H1","P401H2","P401H3","P401H4","P401H5","P401H6"
"671",671,153424311221307584,15342,43,11,2,21307,"SC",7,2,"Quechua","Primaria completa","Mujer",4,21,150,15342,43,11,2,21307,5,7,2,2,2,2,2,2,2
"672",672,1534212911121307648,15342,129,11,1,21307,"SC",7,1,"Quechua","Superior no universitaria Incompleta","Mujer",4,12,1703,15342,129,11,1,21307,5,7,1,2,2,2,2,2,2
"673",673,1534213211321307648,15342,132,11,3,21307,"SC",7,3,"Quechua","Secundaria incompleta","Mujer",4,32,80,15342,132,11,3,21307,5,7,3,2,2,2,2,2,2
"674",674,153726811622001600,15372,68,11,6,22001,"SC",8,6,"Quechua","Secundaria incompleta","Hombre",4,16,60,15372,68,11,6,22001,5,8,6,2,2,2,2,2,2
"675",675,153766811220102560,15376,68,11,2,20102,"SC",7,2,"Quechua","Secundaria incompleta","Mujer",3,0,600,15376,68,11,2,20102,5,7,2,2,2,2,2,2,2
"676",676,1.538216011322e+18,15382,160,11,3,22002,"SC",7,3,"Quechua","Secundaria completa","Mujer",4,48,150,15382,160,11,3,22002,5,7,3,2,2,2,2,2,2
"677",677,1.538216011522e+18,15382,160,11,5,22002,"SC",7,5,"Quechua","Secundaria completa","Hombre",4,46,1500,15382,160,11,5,22002,5,7,5,2,2,2,2,2,2
"678",678,153841711321604576,15384,17,11,3,21604,"SC",8,3,"Quechua","Secundaria incompleta","Hombre",4,60,480,15384,17,11,3,21604,5,8,3,2,2,2,2,2,2
"679",679,153841711421604576,15384,17,11,4,21604,"SC",8,4,"Quechua","Secundaria incompleta","Hombre",4,8,40,15384,17,11,4,21604,5,8,4,2,2,2,2,2,2
"680",680,153849311321604576,15384,93,11,3,21604,"SC",8,1,"Lengua de señas peruanas","Sin nivel","Hombre",4,48,150,15384,93,11,3,21604,5,8,1,2,2,1,1,2,2
"681",681,15393311130101632,15393,3,11,1,30101,"SS",3,1,"Quechua","Maestria/Doctorado","Hombre",3,15,2600,15393,3,11,1,30101,6,3,1,2,2,2,2,2,2
"682",682,15393311530101636,15393,3,11,5,30101,"SS",3,5,"Castellano","Superior universitaria completa","Hombre",4,8,60,15393,3,11,5,30101,6,3,5,2,2,2,2,2,2
"683",683,153932811230101632,15393,28,11,2,30101,"SS",3,2,"Castellano","Secundaria completa","Hombre",4,36,240,15393,28,11,2,30101,6,3,2,2,2,2,2,2,2
"684",684,153935311130101632,15393,53,11,1,30101,"SS",3,1,"Castellano","Superior no universitaria completa","Mujer",3,40,2800,15393,53,11,1,30101,6,3,1,2,2,2,2,2,2
"685",685,153935311430101632,15393,53,11,4,30101,"SS",3,4,"Castellano","Maestria/Doctorado","Mujer",3,84,2100,15393,53,11,4,30101,6,3,4,2,2,2,2,2,2
"686",686,153935311630101632,15393,53,11,6,30101,"SS",3,6,"Castellano","Maestria/Doctorado","Mujer",3,48,3900,15393,53,11,6,30101,6,3,6,2,2,2,2,2,2
"687",687,1539310411230101504,15393,104,11,2,30101,"SS",3,2,"Quechua","Superior no universitaria completa","Mujer",3,84,3800,15393,104,11,2,30101,6,3,2,2,2,2,2,2,2
"688",688,1539312911130101504,15393,129,11,1,30101,"SS",3,1,"Castellano","Maestria/Doctorado","Hombre",3,38,3000,15393,129,11,1,30101,6,3,1,2,2,2,2,2,2
"689",689,15435811330602652,15435,8,11,3,30602,"SS",5,3,"Castellano","Secundaria completa","Mujer",4,35,100,15435,8,11,3,30602,6,5,3,2,2,2,2,2,2
"690",690,154354311330602656,15435,43,11,3,30602,"SS",5,3,"Quechua","Superior universitaria completa","Hombre",4,40,1500,15435,43,11,3,30602,6,5,3,2,2,2,2,2,2
"691",691,154354311430602656,15435,43,11,4,30602,"SS",5,4,"Castellano","Secundaria completa","Hombre",4,48,200,15435,43,11,4,30602,6,5,4,2,2,2,2,2,2
"692",692,154357811330602656,15435,78,11,3,30602,"SS",5,3,"Castellano","Secundaria completa","Hombre",3,56,1250,15435,78,11,3,30602,6,5,3,2,2,2,2,2,2
"693",693,154416411230501664,15441,64,11,2,30501,"SS",5,2,"Quechua","Superior no universitaria Incompleta","Mujer",4,16,80,15441,64,11,2,30501,6,5,2,2,2,2,2,2,2
"694",694,154481011330202656,15448,10,11,3,30202,"SS",6,3,"Quechua","Secundaria completa","Hombre",4,48,300,15448,10,11,3,30202,6,6,3,2,2,2,2,2,2
"695",695,154487411430202656,15448,74,11,4,30202,"SS",6,4,"Quechua","Secundaria incompleta","Hombre",4,16,120,15448,74,11,4,30202,6,6,4,2,2,2,2,2,2
"696",696,15449511330304664,15449,5,11,3,30304,"SS",6,3,"Quechua","Secundaria completa","Hombre",4,24,110,15449,5,11,3,30304,6,6,3,2,2,2,2,2,2
"697",697,154492211330304672,15449,22,11,3,30304,"SS",6,3,"Castellano","Secundaria completa","Mujer",4,40,250,15449,22,11,3,30304,6,6,3,2,2,2,2,2,2
"698",698,1546563711130506752,15465,637,11,1,30506,"SS",7,1,"Quechua","Secundaria completa","Hombre",4,48,2078,15465,637,11,1,30506,6,7,1,2,2,2,2,2,2
"699",699,1546564011230506752,15465,640,11,2,30506,"SS",7,1,"Quechua","Secundaria completa","Hombre",4,44,1800,15465,640,11,2,30506,6,7,2,2,2,2,2,2,2
"700",700,154956911230201664,15495,69,11,2,30201,"SS",7,2,"Quechua","Primaria incompleta","Mujer",4,16,120,15495,69,11,2,30201,6,7,2,2,2,2,1,2,1
"701",701,1549515911130201600,15495,159,11,1,30201,"SS",7,1,"Quechua","Secundaria completa","Hombre",4,30,2300,15495,159,11,1,30201,6,7,1,2,2,2,2,2,2
"702",702,155012011330203680,15501,20,11,3,30203,"SS",7,3,"Quechua","Secundaria incompleta","Hombre",4,16,50,15501,20,11,3,30203,6,7,3,2,2,2,2,2,2
"703",703,155293211240110624,15529,32,11,2,40110,"SS",1,2,"Castellano","Superior no universitaria Incompleta","Hombre",3,26,950,15529,32,11,2,40110,6,1,2,2,1,2,2,2,2
"704",704,155296911140110624,15529,69,11,1,40110,"SS",1,3,"Quechua","Secundaria completa","Hombre",3,73,1200,15529,69,11,1,40110,6,1,3,2,2,2,2,2,2
"705",705,155296911340110624,15529,69,11,3,40110,"SS",1,3,"Castellano","Maestria/Doctorado","Mujer",3,42,1200,15529,69,11,3,40110,6,1,3,2,2,2,2,2,2
"706",706,1552911911240110592,15529,119,11,2,40110,"SS",1,1,"Castellano","Secundaria completa","Mujer",4,60,900,15529,119,11,2,40110,6,1,1,2,2,2,2,2,2
"707",707,1552913211240110592,15529,132,11,2,40110,"SS",1,3,"Castellano","Superior no universitaria completa","Mujer",3,0,2500,15529,132,11,2,40110,6,1,3,1,2,2,2,2,2
"708",708,1552913211340110592,15529,132,11,3,40110,"SS",1,3,"Castellano","Maestria/Doctorado","Hombre",3,6,1500,15529,132,11,3,40110,6,1,3,2,2,2,2,2,2
"709",710,155367811340104608,15536,78,11,3,40104,"SS",1,3,"Castellano","Superior universitaria completa","Hombre",3,42,930,15536,78,11,3,40104,6,1,3,2,2,2,2,2,2
"710",712,155392111240123616,15539,21,11,2,40123,"SS",1,1,"Castellano","Secundaria completa","Hombre",3,40,250,15539,21,11,2,40123,6,1,2,2,2,2,1,2,2
"711",713,155393811140123616,15539,38,11,1,40123,"SS",1,1,"Castellano","Superior no universitaria completa","Hombre",4,60,1600,15539,38,11,1,40123,6,1,1,2,2,2,2,2,2
"712",714,155393811340123616,15539,38,11,3,40123,"SS",1,3,"Castellano","Superior universitaria completa","Hombre",4,48,1155,15539,38,11,3,40123,6,1,3,2,2,2,2,2,2
"713",715,155399111140123616,15539,91,11,1,40123,"SS",1,1,"Castellano","Secundaria completa","Hombre",4,48,1500,15539,91,11,1,40123,6,1,1,2,2,2,2,2,2
"714",716,155399111240123616,15539,91,11,2,40123,"SS",1,2,"Castellano","Maestria/Doctorado","Mujer",3,40,1200,15539,91,11,2,40123,6,1,2,2,2,2,2,2,2
"715",717,1553914311240123648,15539,143,11,2,40123,"SS",1,2,"Castellano","Primaria incompleta","Mujer",4,24,135,15539,143,11,2,40123,6,1,2,2,2,2,2,2,2
"716",719,156025411240101600,15602,54,11,2,40101,"SS",1,2,"Castellano","Maestria/Doctorado","Mujer",3,48,1200,15602,54,11,2,40101,6,1,2,2,2,2,2,2,2
"717",720,156026611140101600,15602,66,11,1,40101,"SS",1,1,"Castellano","Maestria/Doctorado","Mujer",3,20,570,15602,66,11,1,40101,6,1,1,2,2,2,2,2,2
"718",721,156026611240101600,15602,66,11,2,40101,"SS",1,2,"Quechua","Maestria/Doctorado","Hombre",3,0,2500,15602,66,11,2,40101,6,1,2,2,2,2,2,2,2
"719",723,156492111240104608,15649,21,11,2,40104,"SS",1,1,"Quechua","Secundaria completa","Hombre",4,60,460,15649,21,11,2,40104,6,1,1,2,2,2,2,2,2
"720",724,156498311140104608,15649,83,11,1,40104,"SS",1,1,"Castellano","Primaria incompleta","Mujer",4,46,1500,15649,83,11,1,40104,6,1,1,2,2,2,2,2,2
"721",725,156498311340104608,15649,83,11,3,40104,"SS",1,3,"Castellano","Secundaria completa","Mujer",4,10,50,15649,83,11,3,40104,6,1,3,2,1,2,2,2,2
"722",726,156575011140201344,15657,50,11,1,40201,"CS",4,1,"Castellano","Primaria completa","Hombre",4,9,250,15657,50,11,1,40201,3,4,1,2,2,2,2,2,2
"723",727,1565711211340201216,15657,112,11,3,40201,"CS",4,3,"Castellano","Maestria/Doctorado","Mujer",3,40,1200,15657,112,11,3,40201,3,4,3,2,2,2,2,2,2
"724",728,156595211140121344,15659,52,11,1,40121,"CS",5,1,"Castellano","Secundaria completa","Mujer",4,32,220,15659,52,11,1,40121,3,5,1,2,2,2,2,2,2
"725",729,156598911140121344,15659,89,11,1,40121,"CS",5,2,"Castellano","Primaria completa","Hombre",4,48,1330,15659,89,11,1,40121,3,5,2,2,2,2,2,2,2
"726",730,1565910811140121344,15659,108,11,1,40121,"CS",5,1,"Castellano","Secundaria completa","Hombre",4,45,1380,15659,108,11,1,40121,3,5,1,2,2,2,2,2,2
"727",731,15726911140128640,15726,9,11,1,40128,"SS",4,1,"Castellano","Secundaria completa","Mujer",6,28,150,15726,9,11,1,40128,6,4,1,2,2,2,2,2,2
"728",732,15726911240128642,15726,9,11,2,40128,"SS",4,2,"Castellano","Superior universitaria completa","Mujer",3,60,1100,15726,9,11,2,40128,6,4,2,2,2,2,2,2,2
"729",733,15726911340128644,15726,9,11,3,40128,"SS",4,3,"Castellano","Superior universitaria completa","Mujer",3,48,520,15726,9,11,3,40128,6,4,3,2,2,2,2,2,2
"730",734,157262811540128640,15726,28,11,5,40128,"SS",4,5,"Castellano","Superior universitaria completa","Hombre",4,45,1100,15726,28,11,5,40128,6,4,5,2,2,2,2,2,2
"731",735,157268411140128640,15726,84,11,1,40128,"SS",4,1,"Aimara","Secundaria completa","Hombre",4,54,1000,15726,84,11,1,40128,6,4,1,2,2,2,2,2,2
"732",736,157268411240128640,15726,84,11,2,40128,"SS",4,2,"Castellano","Superior no universitaria Incompleta","Mujer",3,45,950,15726,84,11,2,40128,6,4,2,2,2,2,2,2,2
"733",737,1572610211240128768,15726,102,11,2,40128,"SS",4,2,"Castellano","Secundaria incompleta","Mujer",3,53,200,15726,102,11,2,40128,6,4,2,2,2,2,2,2,2
"734",738,157301911240115648,15730,19,11,2,40115,"SS",5,2,"Castellano","Superior no universitaria completa","Mujer",3,36,1200,15730,19,11,2,40115,6,5,2,2,2,2,2,2,2
"735",739,157304111140115648,15730,41,11,1,40115,"SS",5,1,"Quechua","Secundaria completa","Hombre",4,48,400,15730,41,11,1,40115,6,5,1,2,2,2,2,2,2
"736",740,157304111240115648,15730,41,11,2,40115,"SS",5,2,"Quechua","Secundaria completa","Mujer",4,48,300,15730,41,11,2,40115,6,5,2,2,2,2,2,2,2
"737",741,157306311140115648,15730,63,11,1,40115,"SS",5,1,"Aimara","Secundaria completa","Hombre",4,51,400,15730,63,11,1,40115,6,5,1,2,2,2,2,2,2
"738",742,157306311240115648,15730,63,11,2,40115,"SS",5,2,"Castellano","Superior no universitaria Incompleta","Mujer",3,24,96,15730,63,11,2,40115,6,5,2,2,2,2,2,2,2
"739",743,1574011711540207360,15740,117,11,5,40207,"CS",7,5,"Castellano","Secundaria incompleta","Mujer",3,10,450,15740,117,11,5,40207,3,7,5,2,2,2,2,2,2
"740",744,1574011911340207360,15740,119,11,3,40207,"CS",7,3,"Castellano","Superior universitaria completa","Mujer",3,25,1100,15740,119,11,3,40207,3,7,3,2,2,2,2,2,2
"741",745,1574026011240207360,15740,260,11,2,40207,"CS",7,2,"Quechua","Primaria completa","Mujer",4,40,930,15740,260,11,2,40207,3,7,2,2,2,2,2,2,2
"742",746,1574026211340207360,15740,262,11,3,40207,"CS",7,3,"Castellano","Secundaria incompleta","Mujer",3,70,600,15740,262,11,3,40207,3,7,3,2,2,2,2,2,2
"743",747,157523311140302368,15752,33,11,1,40302,"CS",8,1,"Castellano","Secundaria completa","Hombre",4,45,950,15752,33,11,1,40302,3,8,1,2,2,2,2,2,2
"744",748,157523311240302368,15752,33,11,2,40302,"CS",8,2,"Castellano","Secundaria incompleta","Mujer",3,42,200,15752,33,11,2,40302,3,8,2,2,2,2,1,2,2
"745",749,157523511140302368,15752,35,11,1,40302,"CS",8,1,"Castellano","Primaria completa","Hombre",4,39,1300,15752,35,11,1,40302,3,8,1,2,2,2,2,2,2
"746",750,157528811140302368,15752,88,11,1,40302,"CS",8,1,"Quechua","Secundaria incompleta","Hombre",4,18,120,15752,88,11,1,40302,3,8,1,2,2,2,2,2,2
"747",751,157528911140302368,15752,89,11,1,40302,"CS",8,1,"Castellano","Primaria incompleta","Hombre",4,36,1050,15752,89,11,1,40302,3,8,1,2,2,2,2,2,2
"748",752,157735111140408672,15773,51,11,1,40408,"SS",6,1,"Castellano","Primaria completa","Mujer",4,8,50,15773,51,11,1,40408,6,6,1,2,2,2,2,2,2
"749",753,157737111140408672,15773,71,11,1,40408,"SS",6,1,"Castellano","Primaria incompleta","Mujer",4,45,200,15773,71,11,1,40408,6,6,1,2,2,2,2,2,2
"750",754,157737111240408672,15773,71,11,2,40408,"SS",6,1,"Castellano","Secundaria incompleta","Hombre",4,54,300,15773,71,11,2,40408,6,6,1,2,2,2,2,2,2
"751",755,157737111340408672,15773,71,11,3,40408,"SS",6,3,"Castellano","Secundaria completa","Hombre",4,24,100,15773,71,11,3,40408,6,6,3,2,2,2,2,2,2
"752",756,157738111140408672,15773,81,11,1,40408,"SS",6,1,"Castellano","Primaria incompleta","Hombre",4,8,50,15773,81,11,1,40408,6,6,1,2,2,2,2,2,2
"753",757,157739111140408672,15773,91,11,1,40408,"SS",6,1,"Quechua","Secundaria completa","Hombre",4,51,1000,15773,91,11,1,40408,6,6,1,2,2,2,2,2,2
"754",758,15781811250115522,15781,8,11,2,50115,"SC",2,2,"Castellano","Secundaria completa","Hombre",3,64,70,15781,8,11,2,50115,5,2,2,2,2,2,2,2,2
"755",759,157816011250115520,15781,60,11,2,50115,"SC",2,2,"Quechua","Secundaria completa","Mujer",4,21,60,15781,60,11,2,50115,5,2,2,2,2,2,2,2,2
"756",760,157819811150115520,15781,98,11,1,50115,"SC",2,1,"Quechua","Secundaria completa","Hombre",4,50,740,15781,98,11,1,50115,5,2,1,2,2,2,2,2,2
"757",761,158091211150116512,15809,12,11,1,50116,"SC",2,1,"Castellano","Secundaria incompleta","Hombre",3,60,150,15809,12,11,1,50116,5,2,1,2,2,2,2,2,2
"758",762,158093011250116512,15809,30,11,2,50116,"SC",2,2,"Quechua","Secundaria incompleta","Mujer",3,48,100,15809,30,11,2,50116,5,2,2,2,2,2,2,2,2
"759",763,158093411150116512,15809,34,11,1,50116,"SC",2,1,"Quechua","Primaria incompleta","Hombre",4,48,210,15809,34,11,1,50116,5,2,1,2,2,2,2,2,2
"760",764,158095811250116512,15809,58,11,2,50116,"SC",2,2,"Quechua","Superior no universitaria completa","Hombre",3,45,150,15809,58,11,2,50116,5,2,2,2,2,2,2,2,2
"761",765,158256011250401536,15825,60,11,2,50401,"SC",4,2,"Quechua","Primaria incompleta","Mujer",4,16,70,15825,60,11,2,50401,5,4,2,2,2,2,2,2,2
"762",766,158256011350401536,15825,60,11,3,50401,"SC",4,3,"Quechua","Superior no universitaria Incompleta","Hombre",4,1,20,15825,60,11,3,50401,5,4,3,2,2,2,2,2,2
"763",767,1582510811150401536,15825,108,11,1,50401,"SC",4,1,"Quechua","Secundaria incompleta","Hombre",4,60,500,15825,108,11,1,50401,5,4,1,2,2,2,2,2,2
"764",768,1582510811250401536,15825,108,11,2,50401,"SC",4,2,"Quechua","Superior no universitaria completa","Mujer",3,60,500,15825,108,11,2,50401,5,4,2,2,2,2,2,2,2
"765",769,158522411150601536,15852,24,11,1,50601,"SC",5,1,"Castellano","Maestria/Doctorado","Hombre",3,26,2000,15852,24,11,1,50601,5,5,1,2,2,2,2,2,2
"766",770,158524111250601536,15852,41,11,2,50601,"SC",5,2,"Castellano","Básica especial","Mujer",3,98,4200,15852,41,11,2,50601,5,5,2,2,2,2,2,2,2
"767",771,158529011150601536,15852,90,11,1,50601,"SC",5,1,"Quechua","Secundaria incompleta","Mujer",4,54,650,15852,90,11,1,50601,5,5,1,2,2,2,2,2,2
"768",772,1585212311250601472,15852,123,11,2,50601,"SC",5,2,"Castellano","Secundaria completa","Hombre",4,59,240,15852,123,11,2,50601,5,5,2,2,2,2,2,2,2
"769",773,158633611150503744,15863,36,11,1,50503,"SE",5,2,"Castellano","Maestria/Doctorado","Hombre",3,44,900,15863,36,11,1,50503,7,5,2,2,2,2,2,2,2
"770",774,158633611250503744,15863,36,11,2,50503,"SE",5,2,"Castellano","Maestria/Doctorado","Mujer",3,38,2900,15863,36,11,2,50503,7,5,2,2,2,2,2,2,2
"771",775,1586313111150503680,15863,131,11,1,50503,"SE",5,1,"Quechua","Secundaria incompleta","Mujer",4,48,720,15863,131,11,1,50503,7,5,1,2,2,2,2,2,2
"772",776,1586315111250503680,15863,151,11,2,50503,"SE",5,2,"Quechua","Maestria/Doctorado","Hombre",3,46,2300,15863,151,11,2,50503,7,5,2,2,2,2,2,2,2
"773",777,1586813811350111488,15868,138,11,3,50111,"SC",7,2,"Quechua","Secundaria completa","Hombre",4,14,60,15868,138,11,3,50111,5,7,2,2,2,2,2,2,2
"774",778,158801911350908576,15880,19,11,3,50908,"SC",6,2,"Castellano","Secundaria completa","Hombre",4,40,180,15880,19,11,3,50908,5,6,2,2,2,2,2,2,2
"775",779,158806011250908576,15880,60,11,2,50908,"SC",6,1,"Quechua","Secundaria completa","Hombre",4,40,150,15880,60,11,2,50908,5,6,2,2,2,2,2,2,2
"776",780,158806011450908576,15880,60,11,4,50908,"SC",6,4,"Castellano","Secundaria incompleta","Hombre",4,24,120,15880,60,11,4,50908,5,6,4,2,2,2,2,2,2
"777",781,1588110911250401536,15881,109,11,2,50401,"SC",7,2,"Quechua","Superior no universitaria completa","Mujer",3,77,600,15881,109,11,2,50401,5,7,2,2,2,2,2,2,2
"778",782,1588111111150401536,15881,111,11,1,50401,"SC",7,1,"Quechua","Primaria incompleta","Hombre",4,17,80,15881,111,11,1,50401,5,7,1,2,2,2,2,2,2
"779",783,1588127011150401536,15881,270,11,1,50401,"SC",7,1,"Quechua","Primaria incompleta","Hombre",4,12,80,15881,270,11,1,50401,5,7,1,2,2,2,2,2,2
"780",784,1588127011550401536,15881,270,11,5,50401,"SC",7,5,"Quechua","Secundaria incompleta","Mujer",6,61,150,15881,270,11,5,50401,5,7,5,2,2,2,2,2,2
"781",785,158842211250701568,15884,22,11,2,50701,"SC",7,2,"Quechua","Secundaria incompleta","Mujer",6,18,600,15884,22,11,2,50701,5,7,2,2,2,2,2,2,2
"782",786,158842211450701568,15884,22,11,4,50701,"SC",7,4,"Quechua","Secundaria incompleta","Hombre",3,10,60,15884,22,11,4,50701,5,7,4,2,2,2,2,2,2
"783",787,158842411350701568,15884,24,11,3,50701,"SC",7,1,"Quechua","Sin nivel","Hombre",4,48,240,15884,24,11,3,50701,5,7,1,2,2,2,2,1,2
"784",788,159312511750202592,15931,25,11,7,50202,"SC",8,7,"Quechua","Secundaria completa","Hombre",4,6,50,15931,25,11,7,50202,5,8,7,2,2,2,2,2,2
"785",789,159312711250202592,15931,27,11,2,50202,"SC",8,2,"Quechua","Secundaria incompleta","Hombre",4,48,300,15931,27,11,2,50202,5,8,2,2,2,2,2,2,2
"786",790,159413211350108576,15941,32,11,3,50108,"SC",7,3,"Quechua","Secundaria completa","Hombre",4,38,350,15941,32,11,3,50108,5,7,3,2,2,2,2,2,2
"787",791,1594645711250510848,15946,457,11,2,50510,"SE",7,2,"Quechua","Secundaria completa","Hombre",4,11,120,15946,457,11,2,50510,7,7,2,2,2,2,2,2,2
"788",792,1594645911350510848,15946,459,11,3,50510,"SE",7,3,"Quechua","Secundaria incompleta","Hombre",4,40,250,15946,459,11,3,50510,7,7,3,2,2,2,2,2,2
"789",793,1594646011350510848,15946,460,11,3,50510,"SE",7,3,"Quechua","Secundaria completa","Hombre",4,13,400,15946,460,11,3,50510,7,7,3,2,2,2,2,2,2
"790",794,159741011360101408,15974,10,11,3,60101,"SN",2,3,"Castellano","Maestria/Doctorado","Hombre",3,40,2800,15974,10,11,3,60101,4,2,3,2,2,2,2,2,2
"791",795,159741011460101440,15974,10,11,4,60101,"SN",2,4,"Castellano","Maestria/Doctorado","Hombre",3,40,1500,15974,10,11,4,60101,4,2,4,2,2,2,2,2,2
"792",796,159741011560101440,15974,10,11,5,60101,"SN",2,5,"Castellano","Superior universitaria completa","Mujer",6,48,500,15974,10,11,5,60101,4,2,5,2,2,2,2,2,2
"793",797,159743411160101408,15974,34,11,1,60101,"SN",2,1,"Castellano","Secundaria incompleta","Hombre",4,60,950,15974,34,11,1,60101,4,2,1,2,2,2,2,2,2
"794",798,1597413211160101376,15974,132,11,1,60101,"SN",2,1,"Castellano","Superior universitaria completa","Hombre",4,42,210,15974,132,11,1,60101,4,2,1,2,2,2,2,2,2
"795",799,1597415611260101376,15974,156,11,2,60101,"SN",2,2,"Castellano","Superior no universitaria Incompleta","Mujer",3,48,650,15974,156,11,2,60101,4,2,2,2,2,2,2,2,2
"796",801,159758011160108416,15975,80,11,1,60108,"SN",2,1,"Castellano","Secundaria completa","Hombre",3,36,1050,15975,80,11,1,60108,4,2,1,2,2,2,2,2,2
"797",802,159841811260508160,15984,18,11,2,60508,"CN",5,2,"Castellano","Superior no universitaria Incompleta","Mujer",3,1,1040,15984,18,11,2,60508,1,5,2,2,2,2,2,2,2
"798",803,1598414311160508160,15984,143,11,1,60508,"CN",5,1,"Castellano","Superior no universitaria completa","Hombre",3,5,2200,15984,143,11,1,60508,1,5,1,2,2,2,2,2,2
"799",804,160052711360301440,16005,27,11,3,60301,"SN",5,3,"Castellano","Superior no universitaria completa","Hombre",3,0,1609,16005,27,11,3,60301,4,5,3,2,2,2,2,2,2
"800",805,160054111160301440,16005,41,11,1,60301,"SN",5,1,"Castellano","Maestria/Doctorado","Hombre",3,40,9000,16005,41,11,1,60301,4,5,1,2,2,2,2,2,2
"801",806,160054111260301440,16005,41,11,2,60301,"SN",5,2,"Castellano","Maestria/Doctorado","Mujer",3,48,4023,16005,41,11,2,60301,4,5,2,2,2,2,2,2,2
"802",807,160058411160301440,16005,84,11,1,60301,"SN",5,1,"Castellano","Superior no universitaria completa","Mujer",3,0,2528,16005,84,11,1,60301,4,5,1,2,2,2,2,2,2
"803",808,1604316411460505088,16043,164,11,4,60505,"CN",7,4,"Castellano","Secundaria incompleta","Hombre",4,8,30,16043,164,11,4,60505,1,7,4,2,2,2,2,2,2
"804",809,1604923711160101376,16049,237,11,1,60101,"SN",7,1,"Castellano","Sin nivel","Hombre",4,16,40,16049,237,11,1,60101,4,7,1,2,2,2,2,2,2
"805",810,1604969811160101376,16049,698,11,1,60101,"SN",7,1,"Castellano","Secundaria completa","Hombre",3,40,900,16049,698,11,1,60101,4,7,1,2,2,2,2,2,2
"806",811,1604969911160101376,16049,699,11,1,60101,"SN",7,1,"Castellano","Superior universitaria completa","Hombre",3,48,930,16049,699,11,1,60101,4,7,1,2,2,2,2,2,2
"807",812,1604969911260101376,16049,699,11,2,60101,"SN",7,2,"Castellano","Maestria/Doctorado","Mujer",3,0,2500,16049,699,11,2,60101,4,7,2,2,2,2,2,2,2
"808",813,1604970011360101376,16049,700,11,3,60101,"SN",7,3,"Castellano","Secundaria completa","Hombre",4,48,150,16049,700,11,3,60101,4,7,3,2,2,2,2,2,2
"809",814,1612260011260701440,16122,600,11,2,60701,"SN",7,2,"Castellano","Primaria incompleta","Hombre",4,36,40,16122,600,11,2,60701,4,7,2,2,2,2,2,2,2
"810",815,1612260111260701440,16122,601,11,2,60701,"SN",7,1,"Castellano","Primaria completa","Hombre",4,56,1600,16122,601,11,2,60701,4,7,1,2,2,2,2,2,2
"811",816,161319011361007488,16131,90,11,3,61007,"SN",7,3,"Castellano","Secundaria incompleta","Hombre",4,16,40,16131,90,11,3,61007,4,7,3,2,2,2,2,2,2
"812",817,161319011561007488,16131,90,11,5,61007,"SN",7,5,"Castellano","Secundaria completa","Hombre",4,48,1250,16131,90,11,5,61007,4,7,5,2,2,2,2,2,2
